,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,living_SF,liv_plus_grg_SF,qXGrLivArea,qXliving_SF,qXliv_plus_grg_SF,total_indoor_SF,qXtotal_indoor_SF
48,49,190,RM,33.0,4456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,No,Unf,0,Unf,0,736,736,GasA,1,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,0,8,Typ,0,,,,,0,0,,,N,0,0,102,0,0,0,,,,0,6,2009,New,Partial,113000,1452,1452,1456,5808,5808,2188,8752
49,50,20,RL,66.0,7742,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,No,BLQ,763,Unf,0,192,955,GasA,2,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,0,6,Typ,0,,Attchd,1966.0,Unf,1,386,0,0,Y,0,0,0,0,0,0,,MnPrv,,0,1,2007,WD,Normal,127000,1718,2104,960,8590,10520,2296,11480
50,51,60,RL,,13869,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,Av,GLQ,182,Unf,0,612,794,GasA,1,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,0,6,Typ,0,,Attchd,1997.0,Fin,2,388,0,0,Y,0,75,0,0,0,0,,,,0,7,2007,WD,Normal,177000,1652,2040,1476,9912,12240,2652,15912
51,52,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,No,Unf,0,Unf,0,816,816,GasA,0,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,0,6,Typ,1,1,Detchd,1985.0,Unf,2,528,0,0,Y,112,0,0,0,0,0,,MnPrv,Shed,400,9,2006,WD,Normal,114500,1176,1704,1182,7056,10224,2520,15120
52,53,90,RM,110.0,8472,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,-1,0,CBlock,1,0,1,LwQ,104,GLQ,712,0,816,GasA,0,N,SBrkr,816,0,0,816,1,0,1,0,2,1,0,5,Typ,0,,CarPort,1963.0,Unf,2,516,0,0,Y,106,0,0,0,0,0,,,,0,5,2010,WD,Normal,110000,920,1436,821,4600,7180,2148,10740
53,54,20,RL,68.0,50271,Pave,,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,1,0,CBlock,2,0,1,GLQ,1810,Unf,0,32,1842,GasA,1,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,1,5,Typ,1,1,Attchd,1981.0,Fin,3,894,0,0,Y,857,72,0,0,0,0,,,,0,11,2006,WD,Normal,385000,3652,4546,1851,32868,40914,4578,41202
54,55,80,RL,60.0,7134,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,No,ALQ,384,Unf,0,0,384,GasA,0,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,0,6,Min1,1,0,Detchd,1962.0,Unf,2,572,0,0,Y,0,50,0,0,0,0,,MnPrv,,0,2,2007,WD,Normal,130000,1744,2316,1365,8720,11580,2316,11580
55,56,20,RL,100.0,10175,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,0,0,CBlock,0,0,No,BLQ,490,Unf,0,935,1425,GasA,1,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,0,7,Typ,1,1,Attchd,1964.0,RFn,2,576,0,0,Y,0,0,0,407,0,0,,,,0,7,2008,WD,Normal,180500,1915,2491,1431,11490,14946,3426,20556
56,57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,1,0,PConc,1,0,No,GLQ,649,Unf,0,321,970,GasA,2,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,1,7,Typ,0,,Attchd,1999.0,Fin,2,480,0,0,Y,115,0,0,0,0,0,,,,0,8,2009,WD,Abnorml,172500,2388,2868,1747,19104,22944,3189,25512
57,58,60,RL,89.0,11645,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,No,Unf,0,Unf,0,860,860,GasA,2,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,1,7,Typ,0,,Attchd,2004.0,RFn,2,565,0,0,Y,0,70,0,0,0,0,,,,0,8,2006,WD,Normal,196500,1720,2285,1727,12040,15995,3145,22015
58,59,60,RL,66.0,13682,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,2,0,PConc,2,0,1,Unf,0,Unf,0,1410,1410,GasA,2,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,1,10,Typ,1,1,BuiltIn,2006.0,Fin,3,641,0,0,Y,192,0,37,0,0,0,,,,0,10,2006,New,Partial,438780,2945,3586,2955,29450,35860,4996,49960
59,60,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,Av,ALQ,632,Unf,0,148,780,GasA,2,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,0,4,Typ,0,,Detchd,1973.0,Unf,1,352,0,0,Y,196,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,124900,1412,1764,785,7060,8820,1912,9560
60,61,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,No,ALQ,941,Unf,0,217,1158,GasA,2,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,1,5,Typ,0,,Detchd,2006.0,Unf,2,576,0,0,Y,0,50,0,0,0,0,,,,0,5,2006,New,Partial,158000,2099,2675,1164,12594,16050,2892,17352
61,62,75,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,-1,No,Unf,0,Unf,0,530,530,GasA,0,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,-1,6,Typ,0,,Detchd,1935.0,Unf,1,288,0,0,N,0,0,144,0,0,0,,,,0,3,2007,WD,Normal,101000,1111,1399,1116,5555,6995,1929,9645
62,63,120,RL,44.0,6442,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,1,0,PConc,1,1,Mn,GLQ,24,Unf,0,1346,1370,GasA,2,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,1,6,Typ,1,1,Attchd,2006.0,RFn,2,484,0,0,Y,120,49,0,0,0,0,,,,0,10,2007,WD,Normal,202500,1394,1878,1378,11152,15024,3224,25792
63,64,70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,0,0,No,Unf,0,Unf,0,576,576,GasA,1,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,0,9,Typ,0,,Detchd,1990.0,Unf,2,480,0,0,Y,12,11,64,0,0,0,,GdPrv,,0,4,2010,WD,Normal,140000,1710,2190,1717,11970,15330,2766,19362
64,65,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,0,0,PConc,1,0,No,GLQ,739,Unf,0,318,1057,GasA,2,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,1,8,Typ,0,,Attchd,1998.0,RFn,2,645,0,0,Y,576,36,0,0,0,0,,GdPrv,,0,2,2009,WD,Normal,219500,2773,3418,2041,19411,23926,3736,26152
65,66,60,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,1,0,PConc,2,0,Av,Unf,0,Unf,0,1143,1143,GasA,2,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,1,9,Typ,1,1,BuiltIn,2004.0,RFn,3,852,0,0,Y,192,151,0,0,0,0,,,,0,10,2007,WD,Normal,317000,2473,3325,2481,19784,26600,4468,35744
66,67,20,RL,,19900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,0,0,CBlock,1,0,1,GLQ,912,Unf,0,1035,1947,GasA,0,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,0,7,Min1,1,1,Attchd,1970.0,RFn,2,576,0,0,Y,301,0,0,0,0,0,,,,0,7,2010,WD,Normal,180000,3119,3695,2214,21833,25865,4730,33110
67,68,20,RL,72.0,10665,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,1,0,PConc,1,0,Av,GLQ,1013,Unf,0,440,1453,GasA,2,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,1,7,Typ,0,,Attchd,2003.0,RFn,2,558,0,0,Y,144,29,0,0,0,0,,,,0,6,2007,WD,Normal,226000,2492,3050,1486,17444,21350,3490,24430
68,69,30,RM,47.0,4608,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,CBlock,0,0,No,Unf,0,Unf,0,747,747,GasA,0,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,0,4,Typ,0,,Attchd,1945.0,Unf,1,220,0,0,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,80000,747,967,751,2988,3868,1714,6856
69,70,50,RL,81.0,15593,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,1,0,CBlock,0,0,No,BLQ,603,Unf,0,701,1304,GasW,0,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,0,7,Typ,1,0,Attchd,1953.0,Fin,2,667,0,0,Y,0,21,114,0,0,0,,,,0,7,2006,WD,Normal,225000,2890,3557,2294,20230,24899,4258,29806
70,71,20,RL,95.0,13651,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,0,1,CBlock,1,0,1,ALQ,1880,Unf,0,343,2223,GasA,2,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,0,8,Typ,2,1,Attchd,1973.0,Fin,2,516,0,0,Y,300,0,0,0,0,0,,,,0,2,2007,WD,Normal,244000,4103,4619,2230,28721,32333,4962,34734
71,72,20,RL,69.0,7599,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,0,0,CBlock,0,0,No,ALQ,565,Unf,0,280,845,GasA,0,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,0,4,Typ,0,,Detchd,1987.0,Unf,2,360,0,0,Y,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,129500,1410,1770,849,5640,7080,2050,8200
72,73,60,RL,74.0,10141,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,0,0,PConc,1,0,No,Unf,0,Unf,0,832,832,GasA,1,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,0,7,Typ,1,0,Attchd,1998.0,Fin,2,427,0,0,Y,0,94,0,0,291,0,,,,0,12,2009,WD,Normal,185000,1718,2145,1725,12026,15015,2977,20839
73,74,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,0,0,CBlock,0,0,No,ALQ,320,BLQ,362,404,1086,GasA,1,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,0,6,Typ,0,,Attchd,1989.0,Unf,2,490,0,0,Y,0,0,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,144900,1406,1896,1091,7030,9480,2662,13310
74,75,50,RM,60.0,5790,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,1,1,CBlock,-1,0,No,Unf,0,Unf,0,840,840,GasA,1,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,0,8,Typ,0,,Detchd,1915.0,Unf,1,379,0,0,Y,0,0,202,0,0,0,,,,0,5,2010,WD,Normal,107400,1605,1984,1608,4815,5952,2824,8472
75,76,180,RM,21.0,1596,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,1,0,1,GLQ,462,Unf,0,0,462,GasA,0,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,0,5,Typ,0,,BuiltIn,1973.0,Unf,1,297,0,0,Y,120,101,0,0,0,0,,GdWo,,0,11,2009,WD,Normal,91000,1450,1747,992,5800,6988,1747,6988
76,77,20,RL,,8475,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,No,ALQ,228,Unf,0,724,952,GasA,2,Y,FuseA,952,0,0,952,0,0,1,0,2,1,0,4,Typ,0,,Detchd,1956.0,Unf,1,283,0,0,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,135750,1180,1463,956,4720,5852,2187,8748
77,78,50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,No,BLQ,336,GLQ,41,295,672,GasA,0,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,0,6,Min1,0,,Detchd,1948.0,Unf,1,240,0,0,Y,0,0,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,127000,1621,1861,1290,8105,9305,2197,10985
78,79,90,RL,72.0,10778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,No,Unf,0,Unf,0,1768,1768,GasA,0,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,0,8,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,4,2010,WD,Normal,136500,1768,1768,1772,7072,7072,3536,14144
79,80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,No,Unf,0,Unf,0,440,440,GasA,1,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,0,5,Typ,0,,Detchd,1966.0,Unf,2,440,0,0,Y,74,0,128,0,0,0,,MnPrv,,0,5,2009,WD,Normal,110000,1230,1670,1235,6150,8350,2110,10550
80,81,60,RL,100.0,13000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,0,1,CBlock,1,0,No,Rec,448,Unf,0,448,896,GasA,0,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,1,8,Typ,1,1,Attchd,1968.0,Fin,1,509,0,0,Y,0,72,0,0,252,0,,,,0,6,2009,WD,Normal,193500,2590,3099,2148,15540,18594,3547,21282
81,82,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,0,1,PConc,2,1,No,GLQ,1201,Unf,0,36,1237,GasA,2,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,0,5,Typ,0,,Attchd,1998.0,Fin,2,405,0,0,Y,0,199,0,0,0,0,,,,0,3,2006,WD,Normal,153500,2538,2943,1343,15228,17658,2979,17874
82,83,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,0,0,PConc,1,0,No,GLQ,33,Unf,0,1530,1563,GasA,2,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,1,6,Typ,1,1,Attchd,2007.0,RFn,3,758,0,0,Y,144,99,0,0,0,0,,,,0,10,2008,WD,Normal,245000,1596,2354,1571,12768,18832,3884,31072
83,84,20,RL,80.0,8892,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,0,0,CBlock,0,0,No,Unf,0,Unf,0,1065,1065,GasA,1,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,0,6,Typ,0,,Detchd,1974.0,Unf,2,461,0,0,Y,74,0,0,0,0,0,,,,0,7,2007,COD,Normal,126500,1065,1526,1070,5325,7630,2591,12955
84,85,80,RL,,8530,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,0,0,PConc,1,0,No,Unf,0,Unf,0,384,384,GasA,1,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,0,7,Typ,1,0,BuiltIn,1995.0,Fin,2,400,0,0,Y,120,72,0,0,0,0,,,Shed,700,5,2009,WD,Normal,168500,1474,1874,1481,10318,13118,2258,15806
85,86,60,RL,121.0,16059,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,1,0,CBlock,1,0,No,Unf,0,Unf,0,1288,1288,GasA,2,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,1,9,Typ,1,0,Attchd,1991.0,Unf,2,462,0,0,Y,127,82,0,0,0,0,,,,0,4,2006,WD,Normal,260000,2417,2879,2425,19336,23032,4167,33336
86,87,60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,Av,Unf,0,Unf,0,684,684,GasA,2,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,1,6,Typ,1,1,BuiltIn,2005.0,Fin,2,400,0,0,Y,100,38,0,0,0,0,,,,0,3,2009,WD,Normal,174000,1560,1960,1566,9360,11760,2644,15864
87,88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,1,0,PConc,1,0,Av,Unf,0,Unf,0,612,612,GasA,2,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,1,4,Typ,0,,Detchd,2009.0,RFn,2,528,0,0,Y,0,234,0,0,0,0,,,,0,6,2009,New,Partial,164500,1224,1752,1230,7344,10512,2364,14184
88,89,50,C (all),105.0,8470,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,-1,-1,CBlock,0,-1,No,Unf,0,Unf,0,1013,1013,GasA,0,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,-1,6,Typ,0,,,,,0,0,,,N,0,0,156,0,0,0,,MnPrv,,0,10,2009,ConLD,Abnorml,85000,1526,1526,1529,4578,4578,2539,7617
89,90,20,RL,60.0,8070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,No,GLQ,588,Unf,0,402,990,GasA,2,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,0,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,123600,1578,1578,994,6312,6312,1980,7920
90,91,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,0,0,Slab,,,,,0,,0,0,0,GasA,0,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,0,4,Typ,0,,Detchd,1950.0,Unf,2,420,0,0,Y,0,29,0,0,0,0,,,,0,7,2006,WD,Normal,109900,1040,1460,1044,4160,5840,1460,5840
91,92,20,RL,85.0,8500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,0,0,CBlock,0,0,No,Rec,600,Unf,0,635,1235,GasA,0,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,0,6,Typ,0,,Attchd,1961.0,Unf,2,480,0,0,Y,0,0,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,98600,1835,2315,1240,9175,11575,2950,14750
92,93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,1,BrkTil,1,0,No,ALQ,713,Unf,0,163,876,GasA,2,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,0,5,Typ,0,,Detchd,1921.0,Unf,2,432,0,0,Y,0,0,44,0,0,0,,,,0,8,2009,WD,Normal,163500,1677,2109,969,8385,10545,2272,11360
93,94,190,C (all),60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,-1,Mn,Rec,1046,Unf,0,168,1214,GasW,2,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,0,9,Typ,1,1,Detchd,1900.0,Unf,2,506,0,0,Y,0,0,0,0,99,0,,,,0,11,2007,WD,Normal,133900,3337,3843,2297,20022,23058,4011,24066
94,95,60,RL,69.0,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,0,1,PConc,1,0,No,GLQ,648,Unf,0,176,824,GasA,2,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,1,7,Typ,0,,Attchd,1997.0,RFn,2,684,0,0,Y,0,162,0,0,0,0,,,,0,5,2007,WD,Normal,204750,2434,3118,1792,14604,18708,3294,19764
95,96,60,RL,,9765,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,2,1,PConc,1,1,No,ALQ,310,Unf,0,370,680,GasA,1,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,0,6,Typ,1,0,BuiltIn,1993.0,Fin,2,420,0,0,Y,232,63,0,0,0,0,,,Shed,480,4,2009,WD,Normal,185000,1780,2200,1476,10680,13200,2570,15420
96,97,20,RL,78.0,10264,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,1,0,PConc,1,0,Av,ALQ,1162,Unf,0,426,1588,GasA,2,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,1,6,Typ,0,,Attchd,1999.0,RFn,2,472,0,0,Y,158,29,0,0,0,0,,,,0,8,2006,WD,Normal,214000,2750,3222,1595,19250,22554,3648,25536
97,98,20,RL,73.0,10921,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,0,0,CBlock,0,0,No,Rec,520,Unf,0,440,960,GasA,0,Y,FuseF,960,0,0,960,1,0,1,0,3,1,0,6,Typ,0,,Attchd,1965.0,Fin,1,432,0,0,P,120,0,0,0,0,0,,,,0,5,2007,WD,Normal,94750,1480,1912,964,5920,7648,2352,9408
